0 1.0
2 0.9632220870580427
4 0.9341636618138923
6 0.9158611461014308
8 0.9020324831060923
10 0.8906344921442213
12 0.8808890855543312
14 0.8723663587379563
16 0.8647746002726922
18 0.8579259616186737
20 0.8517051253056765
22 0.8460177091760669
24 0.8407807769638503
26 0.8359393566785349
28 0.8314507334819267
30 0.827277690903403
32 0.8233816296327824
34 0.8197279075471797
36 0.8162896125658684
38 0.8130458546188257
40 0.8099822512268177
42 0.8070883542368563
44 0.8043543325381137
46 0.8017703897762093
48 0.7993272923626021
50 0.7970163132631006
52 0.7948275529518447
54 0.7927525949595443
56 0.7907841959106825
58 0.7889141276505045
60 0.7871313879617758
62 0.7854273860493542
64 0.7837945048959712
66 0.7822255483393952
68 0.7807140794564199
70 0.7792547962478968
72 0.7778427675719788
74 0.7764739037947754
76 0.775144278771705
78 0.7738498621421918
80 0.7725870463520024
82 0.7713531691545387
84 0.7701458442546318
86 0.768960314513814
88 0.7677919043166517
90 0.7666390512144072
92 0.76550057489182
94 0.7643758648086422
96 0.7632645863571932
98 0.7621663050295775
100 0.7610806181198582
102 0.7600073333506335
104 0.7589462371118183
106 0.7578970758917721
108 0.7568595403957359
110 0.7558334116407671
112 0.754818635537484
114 0.7538152996753238
116 0.7528237549195527
118 0.7518443656254648
120 0.7508778377649957
122 0.7499251016171312
124 0.7489863050472579
126 0.7480608433398446
128 0.7471486752303906
130 0.7462496785080486
132 0.7453639497499891
134 0.7444914585920348
136 0.7436321661135503
138 0.742786057590145
140 0.7419530878758367
142 0.7411332276084508
144 0.7403264921769958
146 0.7395328725965341
148 0.7387522729297967
150 0.7379845131554286
152 0.7372293627836877
154 0.7364865556041215
156 0.7357558140892458
158 0.7350368119309566
160 0.7343292292814548
162 0.7336329609145334
164 0.7329479727217045
166 0.732274094026408
168 0.7316107626841666
170 0.7309563623908216
172 0.7303057813509959
174 0.7296584446687381
176 0.7290193597661513
178 0.7283901278925107
180 0.7277709091519377
182 0.727161546472701
184 0.7265618422152058
186 0.7259716386569683
188 0.7253909099215012
190 0.724819415454141
192 0.7242569447886057
194 0.7237033473143624
196 0.7231584718547297
198 0.7226221504886366
