0,0.3571
1,0.2852
2,0.2514
3,0.2304
4,0.2158
5,0.2047
6,0.1953
7,0.1857
8,0.1801
9,0.1707
10,0.1652
11,0.1599
12,0.1541
13,0.1487
14,0.1431
15,0.1367
16,0.1308
17,0.1261
18,0.1218
19,0.1186
20,0.1151
21,0.1119
22,0.1094
23,0.1065
24,0.1031
25,0.1001
26,0.0969
27,0.0939
28,0.0913
29,0.0891
30,0.0875
31,0.0863
32,0.0852
33,0.0844
34,0.0837
35,0.0830
36,0.0824
37,0.0820
38,0.0816
39,0.0813
40,0.0809
41,0.0807
42,0.0805
43,0.0803
44,0.0801
45,0.0799
46,0.0798
47,0.0797
48,0.0796
49,0.0795
50,0.0794
51,0.0793
52,0.0792
53,0.0792
54,0.0791
55,0.0791
56,0.0790
57,0.0790
58,0.0789
59,0.0789
60,0.0789
61,0.0788
62,0.0788
63,0.0788
64,0.0788
65,0.0787
66,0.0787
67,0.0787
68,0.0787
69,0.0787
70,0.0786
71,0.0786
72,0.0786
73,0.0786
74,0.0786
75,0.0786
76,0.0786
77,0.0785
78,0.0785
79,0.0785
80,0.0785
81,0.0785
82,0.0785
83,0.0785
84,0.0785
85,0.0785
86,0.0785
87,0.0785
88,0.0784
89,0.0784
90,0.0784
91,0.0784
92,0.0784
93,0.0784
94,0.0784
95,0.0784
96,0.0784
97,0.0784
98,0.0784
99,0.0784
100,0.0783
101,0.0783
102,0.0783
103,0.0783
104,0.0783
105,0.0783
106,0.0783
107,0.0783
108,0.0783
109,0.0783
110,0.0783
111,0.0783
112,0.0783
113,0.0782
114,0.0782
115,0.0782
116,0.0782
117,0.0782
118,0.0782
119,0.0782
120,0.0782
121,0.0782
122,0.0782
123,0.0782
124,0.0782
125,0.0782
126,0.0782
127,0.0782
128,0.0782
129,0.0782
130,0.0782
131,0.0782
132,0.0782
133,0.0782
134,0.0782
135,0.0782
136,0.0782
137,0.0782
138,0.0782
139,0.0782
140,0.0782
141,0.0782
142,0.0782
143,0.0782
144,0.0782
145,0.0782
146,0.0782
147,0.0782
148,0.0782
149,0.0782
150,0.0782
151,0.0782
152,0.0782
153,0.0782
154,0.0782
155,0.0782
156,0.0782
157,0.0782
158,0.0782
159,0.0782
160,0.0782
161,0.0782
162,0.0782
163,0.0782
164,0.0782
165,0.0782
166,0.0782
167,0.0782
168,0.0782
169,0.0782
170,0.0782
171,0.0782
172,0.0782
173,0.0782
174,0.0782
175,0.0782
176,0.0782
177,0.0782
178,0.0782
179,0.0782
180,0.0782
181,0.0782
182,0.0782
183,0.0782
184,0.0782
185,0.0782
186,0.0782
187,0.0782
188,0.0782
189,0.0782
190,0.0782
191,0.0782
192,0.0782
193,0.0782
194,0.0782
195,0.0782
196,0.0782
197,0.0782
198,0.0782
199,0.0782
200,0.0782
201,0.0782
202,0.0782
203,0.0782
204,0.0782
205,0.0782
206,0.0782
207,0.0782
208,0.0782
209,0.0782
210,0.0782
211,0.0782
212,0.0782
213,0.0782
214,0.0782
215,0.0782
216,0.0782
217,0.0782
218,0.0782
219,0.0782
220,0.0782
221,0.0782
222,0.0782
223,0.0782
224,0.0782
225,0.0782
226,0.0782
227,0.0782
228,0.0782
229,0.0782
230,0.0782
231,0.0782
232,0.0782
233,0.0782
234,0.0782
235,0.0782
236,0.0782
237,0.0782
238,0.0782
239,0.0782
240,0.0782
241,0.0782
242,0.0782
243,0.0782
244,0.0782
245,0.0782
246,0.0782
247,0.0782
248,0.0782
249,0.0782
250,0.0782
251,0.0782
252,0.0782
253,0.0782
254,0.0782
255,0.0782
256,0.0782
257,0.0782
258,0.0782
259,0.0782
260,0.0782
261,0.0782
262,0.0782
263,0.0782
264,0.0782
