0, 1.000000
5, 0.895822
10, 0.868184
15, 0.862612
20, 0.854812
25, 0.848459
30, 0.836167
35, 0.824231
40, 0.815179
45, 0.809456
50, 0.798028
55, 0.792851
60, 0.778732
65, 0.770732
70, 0.759820
75, 0.749827
80, 0.741552
85, 0.737212
90, 0.724600
95, 0.723029
100, 0.715317
105, 0.714822
110, 0.713779
115, 0.709252
120, 0.706808
125, 0.704143
130, 0.701230
135, 0.695934
140, 0.691367
145, 0.685236
150, 0.671775
155, 0.660855
160, 0.648872
165, 0.627337
170, 0.564108
175, 0.521403
180, 0.488969
185, 0.466460
190, 0.451075
195, 0.437826
200, 0.411210
205, 0.391690
210, 0.386495
215, 0.380110
220, 0.381385
225, 0.376431
230, 0.376060
235, 0.375854
240, 0.371634
245, 0.370467
250, 0.366603
255, 0.366368
260, 0.364994
265, 0.362225
270, 0.363478
275, 0.364179
280, 0.364822
285, 0.367457
290, 0.368356
295, 0.367896
300, 0.368052
305, 0.368662
310, 0.370298
315, 0.371465
320, 0.374140
325, 0.372684
330, 0.374278
335, 0.375522
340, 0.377634
345, 0.378619
350, 0.378896
355, 0.378645
360, 0.382481
365, 0.385397
370, 0.385896
375, 0.386579
380, 0.387754
385, 0.390459
390, 0.391442
395, 0.396483
400, 0.396056
405, 0.398149
410, 0.400063
415, 0.403513
420, 0.403236
425, 0.406247
430, 0.406245
435, 0.407902
440, 0.410326
445, 0.413798
450, 0.415702
455, 0.416037
460, 0.416471
465, 0.420702
470, 0.420156
475, 0.421935
480, 0.423637
485, 0.425071
490, 0.430185
495, 0.430362
